ORIGGPCD;ORIGGPFR;ORIGFDCD;ORIGFDNM;Energie, Règlement UE N° 1169/2011 (kJ/100g);Energie, Règlement UE N° 1169/2011 (kcal/100g);Energie, N x facteur Jones, avec fibres  (kJ/100g);Energie, N x facteur Jones, avec fibres  (kcal/100g);Eau (g/100g);Protéines (g/100g);Protéines brutes, N x 6.25 (g/100g);Glucides (g/100g);Lipides (g/100g);Sucres (g/100g);Amidon (g/100g);Fibres alimentaires (g/100g);Polyols totaux (g/100g);Cendres (g/100g);Alcool (g/100g);Acides organiques (g/100g);AG saturés (g/100g);AG monoinsaturés (g/100g);AG polyinsaturés (g/100g);AG 4:0, butyrique (g/100g);AG 6:0, caproïque (g/100g);AG 8:0, caprylique (g/100g);AG 10:0, caprique (g/100g);AG 12:0, laurique (g/100g);AG 14:0, myristique (g/100g);AG 16:0, palmitique (g/100g);AG 18:0, stéarique (g/100g);AG 18:1 9c (n-9), oléique (g/100g);AG 18:2 9c,12c (n-6), linoléique (g/100g);AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g);Cholestérol (mg/100g);Sel chlorure de sodium (g/100g);Calcium (mg/100g);Chlorure (mg/100g);Cuivre (mg/100g);Fer (mg/100g);Iode (µg/100g);Magnésium (mg/100g);Manganèse (mg/100g);Phosphore (mg/100g);Potassium (mg/100g);Sélénium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Rétinol (µg/100g);Beta-Carotène (µg/100g);Vitamine D (µg/100g);Vitamine E (mg/100g);Vitamine K1 (µg/100g);Vitamine K2 (µg/100g);Vitamine C (mg/100g);Vitamine B1 ou Thiamine (mg/100g);Vitamine B2 ou Riboflavine (mg/100g);Vitamine B3 ou PP ou Niacine (mg/100g);Vitamine B5 ou Acide pantothénique (mg/100g);Vitamine B6 (mg/100g);Vitamine B9 ou Folates totaux (µg/100g);Vitamine B12 (µg/100g)
01.3;Pâtes et semoules crues;9870;Pâtes sèches, au blé complet, crues;1490; 353;1480; 350;  11;11.8;12.6;67.6; 2.2; 1.8;65.1; 6.1;0; 1.3;0;0;0.38;0.25;0.92;-;-;-;-;-;               0.002;0.31;               0.014;0.25;0.86;               0.062;-;-;-;0;               0.016;32.1;  64;< 1; 3.2;  10;82.2; 1.8; 160; 378; 5.8; 6.2; 1.9;0;-;0;< 0.1;0;-;0;0.25;0.07;0.87;0.66;0.13;22.4;0
01.3;Pâtes et semoules crues;9821;Pâtes sèches, aux œufs, crues;1610; 381;1590; 377;9.06;  14;15.2;67.9;4.72;2.19;-;3.15;0;1.12;0;0;1.34;1.25;1.33;0;0;0;0;0;0.01;0.94;0.23;-;-;               0.058;-;0;0;86.3;               0.085;  35;-; 0.3; 1.9; 7.1;  58;0.86; 241; 244;32.5;  34;1.92;  17;   2; 0.3;0.37; 0.5;-;0;0.17;0.09; 2.1;0.91;0.22;  29;0.29
01.3;Pâtes et semoules crues;9874;Pâtes sèches, sans gluten, crues;1510; 356;1500; 354;-;6.17;6.61;  79;1.24;0.38;-;1.22;0; 0.4;0;0;0.24;0.29;0.45;< 0.01;< 0.01;< 0.01;               0.089;< 0.01;< 0.01;0.11;               0.035;0.25;0.35;0.01;-;-;< 0.01;-;              0.0078;-;-;-;-;-;-;-;-;-;-;3.61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01.3;Pâtes et semoules crues;9610;Semoule de blé dur, crue;1500; 353;1480; 348;12.1;10.9;  12;71.4;1.36;   1;-;3.37;0;0.78;0;0;0.21;0.14;0.52;0;0;0;0;0;               0.002;0.15;               0.014;0.14;0.49;               0.034;              0.0017;0;0;0;               0.003;16.9;-; 0.3;0.92; 2.7;26.5;2.31; 102; 152;   1; 1.2;2.18;0;-;0; 0.1;  30;-;0;0.25;               0.063;2.16;0.54;               0.094;  57;0
01.3;Pâtes et semoules crues;9900;Vermicelle de riz, sèche;1550; 365;1540; 363; 9.5;7.44;7.81;80.5;   1;0;  63; 1.2;0;0.34;0;0; 0.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.03;14.2;  48;< 1;< 1;< 10;  13;< 1;  60;20.3;< 5;  12; 1.3;-;< 50;-;< 0.1;-;-;-;< 0.05;< 0.05;< 0.05;0.22;< 0.05;  10;-
01.3;Pâtes et semoules crues;9902;Vermicelle de soja, sèche;1460; 344;1460; 344;13.1;< 0.57;< 0.63;84.7;0.14;1.38;  77; 1.6;0;0.21;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.039;25.2;  47;< 1;< 1;< 10; 9.6;< 1;  40;13.2;< 5;15.6;< 1;-;< 50;-;< 0.1;-;-;-;< 0.05;< 0.05;< 0.05; 1.1;< 0.05;   7;-
03.6;Pâtes à tarte, à pizza, etc.;23430;Feuille de brick, cuite à sec sans matière grasse;1370; 324;1360; 321;15.9;6.16;6.75;68.8;1.76;-;50.1;   3;0;4.43;0;0;0.28;0.39;0.95;-;-;-;-;-;              0.0017; 0.2;               0.057;0.39;0.92;-;-;-;-;-;-; 110;2710;-; 1.1;17.5;23.7;< 1;  97; 175;< 5;-;3.18;-;< 50;-;< 0.1;-;-;-;0.09;< 0.05; 1.7;0.42;0.08;12.4;-
03.6;Pâtes à tarte, à pizza, etc.;51550;Khatfa feuille de brick, préemballée;1200; 283;1200; 283;-;   7;   7;  59; 1.5;   2;-; 2.5;0;3.25;0;0; 0.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.25;-;-;-;-;-;-;-;-;-;-;1300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03.6;Pâtes à tarte, à pizza, etc.;23410;Pâte brisée, crue;1600; 383;1590; 381;28.6;5.41;5.93;42.4;20.7;3.77;-;1.63;0;1.26;0;0;9.07;6.71;2.67;0.53;0.35;0.18;0.22;0.27;0.68;5.65; 1.2;4.98;1.92;0.18;0;              0.0041;< 0.005;-;1.06;-;-;-;-;-;-;-;-;-;-; 425;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03.6;Pâtes à tarte, à pizza, etc.;23412;Pâte brisée, matière grasse végétale, cuite;2110; 505;2100; 503; 4.9;7.47;8.19;58.3;26.4;-;41.5; 0.9;0;   2;0;0;3.93;11.2;9.93;             0.00089;-;               0.053;0;0;               0.028;2.57;1.29;3.15; 1.1;0.26;-;-;-; 0.5;1.73;16.5;1120;               0.068;< 1;< 10;12.8;< 1;  60; 116;< 5; 690;< 1;< 2; 114;< 0.2; 2.3;-;-;0;< 0.05;< 0.05;0.39; 0.4;< 0.05;   8;0.03
03.6;Pâtes à tarte, à pizza, etc.;23414;Pâte brisée, pur beurre, crue;1580; 377;1570; 375;-;5.74;6.29;  46;18.3;3.23;-;1.55;0;1.61;0;0;12.1;4.56;0.71;-;-;-;-;-;-;-;-;-;0.61;               0.093;-;-;-;-;1.49;-;-;-;-;-;-;-;-;-;-; 596;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03.6;Pâtes à tarte, à pizza, etc.;23445;Pâte phyllo ou Pâte filo, crue;1220; 289;1220; 289;32.6; 7.1; 7.1;50.8;   6;0.18;-; 1.9;0; 1.6;0;0;1.47;3.15;0.92;0;0;0;0;0;               0.027;0.79;0.65;-;-;-;-;0;0;0;1.21;  11;-; 0.1;3.21;-;  15;0.48;  75;  74;-; 483;0.49;0;0;0;0.08; 2.5;-;0;0.54;0.34;4.07; 0.3;0.03;  18;0
03.6;Pâtes à tarte, à pizza, etc.;23444;Pâte sablée pur beurre, crue;1610; 383;1610; 383;-;5.95;5.95;53.6;15.8;13.4;-;1.65;0;0.34;0;0;10.1; 4.1;0.73;-;-;-;-;-;-;-;-;-;0.57;               0.085;-;-;-;-;               0.029;-;-;-;-;-;-;-;-;-;-;14.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03.6;Pâtes à tarte, à pizza, etc.;23446;Pâte sablée pur beurre, surgelée, crue;1780; 423;1780; 423;-; 4.9; 4.9;60.9;17.5;21.3;-; 1.2;0;0.17;0;0;  12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03.6;Pâtes à tarte, à pizza, etc.;23440;Pâte sablée, crue;1750; 419;1750; 419;-;5.31;5.31;  50;21.8;  13;-;0.95;0;0.45;0;0;9.94; 7.1;2.13;< 0.01;< 0.01;< 0.01;< 0.01; 0.2;0.25;8.67;0.83;6.68; 1.9;0.17;-;< 0.017;< 0.013;-;0.25;-;-;-;-;-;-;-;-;-;-; 101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03.6;Pâtes à tarte, à pizza, etc.;37001;Pâte à pizza crue;1020; 240;1020; 240;-;7.05;7.05;44.2;3.45; 1.4;-; 2.2;0;1.31;0;0;0.25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.31;-;-;-;-;-;-;-;-;-;-; 630;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
03.6;Pâtes à tarte, à pizza, etc.;23402;Pâte à pizza fine, crue;1180; 279;1160; 276;36.2;7.38;8.09;  45;7.01;2.21;-;1.87;0;2.57;0;0;1.52;3.38; 1.8;               0.071;               0.045;               0.033;               0.066;               0.086;0.25;0.74;0.22;3.38;1.05;0.42;-;-;< 0.01;-;1.89;-;-;-;-;-;-;-;-;-;-; 757;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.4;Pâtés et terrines;8206;Pâté au jambon;1320; 320;1320; 320;56.6;15.2;15.2;0.52;28.6;0.52;-;traces;0;0.22;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.18;  18;-;-;-;-;  26;-;-;-;-;  72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01.2;Riz et graines crus;9345;Amarante, crue;1520; 362;1510; 358;10.6;  14;  15;54.8;6.77;1.57;53.2;  11;0;2.96;0;0;1.56;1.56;2.83;-;-;0;0;0;               0.011;1.22;0.22;1.43;2.79;               0.049;-;-;-;0;               0.031; 156;-;0.65; 7.6;-; 257; 2.8; 506; 437;-;12.5;3.03;0;   1;0;1.19;0;-; 4.2;               0.098; 0.2; 1.1;1.25;0.41;65.5;0
01.2;Riz et graines crus;9310;Avoine, crue;1550; 366;1530; 362;10.3;14.6;15.6;59.6;5.43; 1.2;52.6;8.25;0;1.85;0;0;1.05;1.88;2.18;-;-;-;-;               0.024;               0.012;0.82;               0.053;1.88;1.65;               0.073;-;-;-;0;               0.012;  66;  70;0.52;4.72;-; 148;4.34; 445; 406;   9;4.67;3.51;0;-;0;1.09;-;-;0;0.68;0.16;0.96;1.35;0.12;  56;0
01.2;Riz et graines crus;9003;Blé de Khorasan, cru;1440; 342;1430; 337;11.1;14.5;15.6;59.5;2.13;7.74;51.7;11.1;0;1.67;0;0; 0.2;0.21;0.62;-;-;0;0;0;0;0.18;               0.012;-;-;               0.048;-;-;-;0;               0.013;  22;-;0.51;3.77;-; 130;2.74; 364; 403;-;   5;3.68;-;   5;-;0.61; 1.8;-;0;0.57;0.18;6.38;0.95;0.26;-;-
01.2;Riz et graines crus;9060;Blé dur entier, cru;1450; 343;1440; 340;10.7;12.1;  13;62.4;2.24;3.17;59.2;  11;0;1.64;0;0;0.37;0.29;0.95;0;0;0;0;0;               0.003;0.34;               0.019;0.22;0.86;0.06;               0.003;0;0;0;              0.0088;30.2;-;0.44;3.51; 2.7; 130;3.31; 390; 408; 4.1; 3.5;3.48;0;0;0; 1.4;  30;-;0;0.38;0.12;6.17;1.02;0.39;  32;0
01.2;Riz et graines crus;9080;Blé dur précuit, entier, cru;1520; 360;1510; 356;8.87;12.1;12.9;70.4;1.66;1.41;-;5.74;0;1.29;0;0;0.72;0.82;0.12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.37;               0.029;  55;-; 0.4;0;0;  50; 3.4; 238; 950;-;11.5;0;0;0;0;  22;-;-;0;2.01;0; 8.4;0; 0.3; 331;0
01.2;Riz et graines crus;9011;Blé germé, cru; 897; 211; 887; 209;47.8;7.49;8.03;41.4;1.27;-;-; 1.1;0;0.96;0;0;0.21;0.15;0.56;0;0;0;0;0;0;0.19;               0.012;-;-;-;-;0;0;0;0.04;  28;-;0.26;2.14;-;  82;1.86; 200; 169;-;  16;1.65;0;-;0;-;-;-; 2.6;0.23;0.16;3.09;0.95;0.27;  38;0
01.2;Riz et graines crus;9010;Blé tendre entier ou froment, cru;1530; 361;1520; 358;  12;11.5;12.3;71.3; 2.6; 3.3;62.5; 1.7;0;0.89;0;0; 0.6;0.29;1.59;-;-;-;-;-;              0.0014;0.26;-;-;0.81;-;-;-;-;0;               0.005;  35;-;-; 3.3;-;-;-; 304; 397;-;   2; 2.6;0;0;0;1.44;-;-;0;0.42;0.14; 5.4;-;0.27;  41;-
01.2;Riz et graines crus;9690;Boulgour de blé, cru;1490; 351;1470; 348;9.05;11.5;12.4;66.8;1.71;0.41;  60;9.57;0;1.31;0;0;0.27;0.21;0.76;0;0;               0.013;0;0;               0.001;0.24;               0.014;0.21;0.71;0.05;              0.0031;0;0;0;               0.043;34.3;-;0.33;2.46; 2.7; 140;3.32; 285; 410; 4.1;  17;2.37;0;   5;0;0.73;  16;-;0;0.23;0.12;5.11;1.07;0.35;  24;0
01.2;Riz et graines crus;51510;Frik (blé dur immature concassé), cru;1360; 323;1350; 321;11.3;9.62;10.3;55.8;2.25;-;30.2;19.3;0; 1.7;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.011;50.3;  89;< 1; 5.2;< 10; 114; 3.6; 321; 512;< 5; 4.2; 3.6;-;< 50;-;< 0.1;-;-;-;0.24;0.09;3.49;0.82;0.14;68.2;-
01.2;Riz et graines crus;9200;Maïs entier, cru;1470; 348;1470; 348;13.6; 8.1; 8.1;67.7; 3.7; 1.6;64.1; 5.7;0; 1.2;0;0;-;-;-;-;-;-;-;-;              0.0032;0.35;               0.057;-; 1.8;               0.032;-;-;-;-;0.01;  40;  50; 0.2; 3.2;-; 100; 0.8; 260; 320;  10;   4; 1.9;-;-;-; 1.7;-;-;-; 0.4;0.14; 2.1; 0.6; 0.5;-;0
01.2;Riz et graines crus;9330;Mil entier, cru;1520; 359;1500; 356;8.68;  11;11.8;64.3;4.21;-;-; 8.5;0;3.27;0;0;0.72;0.77;2.13;-;-;-;-;               0.003;traces;0.53;0.15;0.74;2.02;0.12;-;-;-;0;              0.0087; 8.5;-;0.66;3.61;   5; 109;1.32; 270; 203;  16;3.47;2.25;0;-;0;0.05; 0.9;-;0;0.42;0.29;4.72;0.85;0.51;66.7;0
01.2;Riz et graines crus;9320;Orge entière, crue;1370; 324;1350; 321;11.4;  11;11.7;56.1;2.05;1.45;52.2;17.3;0;2.25;0;0;0.48; 0.3;1.11;0;0;0;0;               0.006;              0.0056;0.36;               0.018;-;0.82;               0.073;-;0;0;0;               0.028;51.5; 110; 0.7; 9.7;-; 122;1.77; 302; 466;  11;  11;2.89;0;  13;0;0.57; 2.2;-;0;0.52;0.22;4.95;0.49;0.36;  19;0
01.2;Riz et graines crus;9321;Orge perlée, crue;1460; 346;1450; 343;10.1;9.91;10.6;68.6;1.16; 0.8;-; 9.1;0;1.11;0;0;0.24;0.15;0.56;0;0;0;0;               0.003;               0.006;0.21;               0.008;-;-;-;-;0;0;0;               0.023;  29;-;0.42; 2.5;-;  79;1.32; 221; 280;-;   9;2.13;0;  13;0;0.02; 2.2;-;0;0.19;0.11; 4.6;0.28;0.26;  23;0
01.2;Riz et graines crus;9340;Quinoa, cru;1530; 364;1520; 360;11.3;13.1;14.1;  60;5.94;-;52.2;   7;0;2.64;0;0;0.65;1.57;2.82;-;-;0;0;0;0;0.57;               0.043;1.53;2.21;0.13;-;0;               0.047;0;               0.033;53.5;-;0.71;6.91;-; 204;2.15; 434; 652;-;  13; 3.2;0;   8;0;2.44;0;-;-;0.28;0.36;2.23;0.91;0.36; 117;0
01.2;Riz et graines crus;9101;Riz blanc étuvé, cru;1510; 356;1500; 354;11.3;7.11;7.47;78.6;0.98; 0.4;72.1;1.32;0; 0.7;0;0;0.21; 0.3;0.34;< 0.005;< 0.005;< 0.005;< 0.0033;< 0.0033;              0.0076;0.18;               0.019; 0.3;0.34;              0.0089;< 0.01;< 0.005;< 0.005;0;               0.012; 101;-;0.24;0.97; 5.1;  31;2.47; 162; 162;   6;5.08;1.36;0;-;0;0.04; 0.1;-;0;0.42;               0.043;5.02;0.79;0.43;  13;0
01.2;Riz et graines crus;9100;Riz blanc, cru;1500; 353;1490; 351;12.3;7.04; 7.4;78.2;0.91;0.16;78.1;1.04;0;0.49;0;0; 0.2;0.27; 0.3;< 0.005;< 0.005;< 0.005;< 0.0033;< 0.0033;              0.0062;0.17;               0.019;0.27;0.29;              0.0085;< 0.01;< 0.005;< 0.005; 0.9;              0.0061;  33;-;0.19;1.57; 5.1;31.3;0.99; 118; 121;   6;2.28;1.41;0;0;0;0.08; 0.1;-;0;0.15;               0.042;1.92;0.88;0.13;19.3;0
01.2;Riz et graines crus;9102;Riz complet, cru;1480; 350;1480; 349;12.6;7.02;7.38;71.4; 2.8;0.55;70.8;   5;0; 1.2;0;0;0.58;0.86;1.01;0;0;0;0;              0.0024;               0.015;0.51;               0.053;0.71;0.98;               0.026;-;0;0;0;0.01;11.1;  62;0.27;< 1;< 10; 118; 2.2; 163; 219;< 5; 4.1;   2;0;< 50;0; 0.2; 1.9;-;0;0.26;0.05;< 0.05; 1.1;0.09;  48;0
01.2;Riz et graines crus;9109;Riz rouge, cru;1490; 352;1480; 350;12.4;7.97;8.38;70.6;   3;-;58.4; 4.5;0; 1.5;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.028;13.5;  61;< 1;< 1;< 10; 130;   2; 372; 288;< 5;  11; 2.1;-;< 50;-; 0.7;-;-;-;0.26;0.06; 1.7; 1.1;0.12;  15;-
01.2;Riz et graines crus;9108;Riz sauvage, cru;1460; 344;1450; 342;11.5;11.1;11.7;69.2;0.94; 2.5;  64; 5.9;0; 1.3;0;0;0.14;0.14;0.59;0;0;0;0;0;0;0.13;              0.0096;-;-;-;-;0;0;0;              0.0068;6.95;  78;< 1;< 1;< 10;90.1; 1.1; 317; 298;< 5; 2.7; 3.7;0;< 50;0;< 0.1; 1.9;-;0;0.41;0.15; 3.5; 1.1;0.24;  49;0
01.2;Riz et graines crus;9119;Riz thaï ou basmati, cru;1500; 353;1490; 351;12.5;7.81; 8.2;77.6;0.84;0.17;-;0.92;0;0.34;0;0;0.19; 0.3;0.23;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.17;               0.022; 0.3;0.22;              0.0068;< 0.01;< 0.01;< 0.01;-;               0.014;-;-;-;-;-;-;-;-;-;-;6.39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01.2;Riz et graines crus;9121;Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru;1500; 355;1500; 353;12.2;7.32;7.69;  78;   1; 0.5;-; 1.5;0;               0.025;0;0; 0.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;               0.025;-;-;-;-;-;-;-;-;-;-;  10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01.2;Riz et graines crus;9380;Sarrasin entier, cru;1490; 354;1490; 354;9.97;  13;  13;63.5; 3.5;-;-;   8;0;   2;0;0;0.74;1.04;1.04;0;0;               0.035;               0.018;0.01;               0.025;0.45;               0.047;0.99;0.96;               0.078;-;0;0;0;              0.0025;16.9;-; 1.1; 2.2; 2.5; 231; 1.3; 357; 460;-;   1; 2.4;0;-;0;-;-;-;0; 0.1;0.43;7.02;1.23;0.21;  30;0
01.2;Riz et graines crus;9390;Seigle entier, cru;1390; 329;1380; 327;11.3;9.35;  10;  61;1.71;2.09;53.8;  15;0;1.69;0;0;0.25;0.22;0.96;0;0;0;0;0;              0.0023;0.21;              0.0052;0.22;0.73;               0.096;0;0;0;0;              0.0073;50.9;  60; 0.4;4.11; 2.7; 106;3.63; 331; 463;4.25; 2.9;2.58;0;   7;0;   1; 5.9;-;0;0.36; 0.2;2.62;1.33;0.26;  47;0
01.2;Riz et graines crus;9360;Sorgho entier, cru;1460; 345;1460; 345;  13;  10;  10;65.7;3.18;1.81;63.9; 6.7;0;1.42;0;0;0.42;0.78;1.08;-;-;-;-;             0.00091;              0.0028;0.37;               0.045;0.11;0.71;               0.054;-;-;-;0;               0.028;21.5;  60;0.34;4.58;-; 143;1.25; 285; 362;  43;  11;1.79;0;-;0; 0.5;-;-;0;0.37;0.11;3.69;0.78;0.44;  20;0
01.2;Riz et graines crus;9001;Épeautre, cru;1450; 344;1430; 340;  11;14.6;15.6;59.5;2.43;6.68;52.8;10.7;0;1.78;0;0;0.41;0.45;1.26;-;-;0;0;0;0;0.37;               0.024;-;-;               0.065;-;-;-;0;0.02;  27;-;0.51;4.44;-; 136;2.98; 401; 388;-;   8;3.28;0;   5;-;0.79; 3.6;-;0;0.36;0.11;6.84;1.07;0.23;  45;0
28.6;Sauces salées;11008;Ketchup; 431; 102; 431; 102;70.4;1.27;1.27;22.1;0.19;20.8;   1;1.15;0.12;3.43;0;1.42;               0.069;               0.018;               0.063;0;0;0;-;0;0;               0.058;               0.011;               0.018;               0.057;              0.0057;0;0;0;0;2.59;21.4;1810;               0.079;0.77;   2;21.2; 0.1;  33; 485;< 10;1030;0.12;0; 560;0;1.48; 2.8;-;9.52;               0.026;               0.091;1.01;0.15;0.14; 7.5;0
28.6;Sauces salées;11054;Mayonnaise (70% MG min.);2870; 696;2870; 696;18.1;1.36;1.36;2.69;75.2;1.06;1.64;0.32;0;1.47;0; 0.8;7.27;33.8;30.9;< 0.076;< 0.076;< 0.076;< 0.076;< 0.076;< 0.076;5.26;2.01;18.5;13.3; 4.8;< 0.076;< 0.092;< 0.092;  70;1.39;13.2; 911;               0.019;0.43;  30;4.42;               0.037;  23;30.4;4.32; 552;0.18; 8.5;< 80;< 0.5;20.3;  75;-;< 0.5;< 0.04;< 0.04;0.14;0.23;               0.031;< 16;0.39
28.6;Sauces salées;11079;Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée;1280; 309;1280; 309;59.1;0.93;0.93;8.98;29.9;4.91; 2.8;0.23;0;2.55;0;traces;3.52;16.3;8.75;0;0;0;0;< 0.05;               0.059;2.11;0.69;16.3; 4.8;2.92;0;< 0.25;< 0.25;  38;2.37;47.4;1520;< 0.1; 0.4; 5.4;17.7;< 0.1;26.3;  70;< 5; 936;0.12;  62;2.03;< 0.5;   8;0;-;3.75;< 0.04;               0.032;0.08;0.21;< 0.04;21.2;0.14
28.6;Sauces salées;11157;Sauce moutarde, préemballée; 960; 233; 960; 233;65.4;1.66;1.66; 4.7;22.8; 0.8; 3.9; 1.2;-; 2.6;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40.8;2.35;34.3;1380;< 0.1; 0.5;   4;12.5; 0.1;  36;68.7; 1.6; 940; 0.3;  44;  29;< 0.5; 7.4;-;-;< 0.5;               0.056;0.05;0.26;< 0.16;               0.052;  20;< 0.08
12.3;Saucisses et assimilés;30050;Chair à saucisse, crue;1340; 323;1340; 323;54.2;14.7;14.7; 0.6;29.1;0;-;0;0;1.72;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.39;14.1;-;-; 1.2;   6;17.1;-;-; 293;-; 556; 2.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.3;Saucisses et assimilés;30005;Chipolata, cuite;1280; 308;1280; 308;-;  19;  19; 0.8;25.4; 0.8;0;0;0;2.69;0;traces; 9.2;10.8;2.91;< 0.05;< 0.05;< 0.05;               0.023;               0.023;0.32;5.69;3.07;-;-;0.18;-;-;-;-;2.14;11.8;-;               0.072;1.27;-;28.1;               0.034;-; 507;< 10; 855;2.61;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.3;Saucisses et assimilés;30177;Diot, cru;1420; 342;1420; 342;-;  18;  18;-;  30;0;-;0;0;2.25;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.25;-;-;-;-;-;-;-;-;-;-; 900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.3;Saucisses et assimilés;30150;Merguez, crue;1310; 316;1310; 316;57.9;13.5;13.5; 2.5;  28;   2;-;0;0;2.78;0;traces;11.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.86;22.1;-;               0.083;-;   7;23.3;               0.055;  60;-;2.38; 900;2.78;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.3;Saucisses et assimilés;30125;Saucisse alsacienne fumée ou Gendarme;1240; 298;1240; 298;49.5;  19;  19;-;24.7;0;-;traces;0;3.42;0;traces;8.56;10.1;2.57;< 0.05;< 0.05;< 0.05;               0.022;               0.022;0.32;5.26;2.86;-;-;0.17;-;-;-;84.6;2.75;18.3;1500; 0.1; 2.2;   2;21.3;< 0.1; 202; 283;-;1100; 1.5;   6;-;< 0.5;0.64;-;-;16.8;0.37;0.15;5.35;0.54;0.25;< 16;0.95
12.3;Saucisses et assimilés;30746;Saucisse cocktail;1200; 290;1200; 290;59.5;12.7;12.7;1.46;25.9;1.09;-;0.27;0;2.55;0;traces;9.59;  12;3.18;-;-;-;               0.024;               0.033;0.37;5.83;3.17;9.94;2.71;0.23;               0.071;-;-;64.7; 2.1;31.6;1210;< 0.1;0.65;10.5;  20;< 0.1; 112; 305;   5; 849; 1.1; 3.5;-;< 0.5; 0.1;0;-; 8.8; 0.2;0.14;2.43; 0.3;0.13;24.2; 0.8
12.3;Saucisses et assimilés;30134;Saucisse de Francfort;1120; 271;1120; 271;56.7;13.7;13.7;1.24;23.4;   1;0.24;< 0.5;0;2.55;0;traces;   9;10.4;2.91;-;-;               0.019;               0.023;               0.026;0.33;5.68;2.92;10.1;2.62;0.21;               0.076;-;-;73.1;   2;16.5;-;0.18;0.91;  14;11.9;< 0.2; 152; 164;5.48; 790; 1.4;traces;-;0.26; 0.1;-;-;-;0.29; 0.2;2.47;-;0.11; 1.6;0.42
12.3;Saucisses et assimilés;30105;Saucisse de Montbéliard;1320; 319;1320; 319;50.5;17.3;17.3;   1;27.3;0.75;-;0;0;3.17;0;traces;10.5;  12;-;-;-;-;               0.025;               0.027;0.37;6.65;3.43;  12;2.77;0.28;               0.078;-;-;  78;2.33;29.9;1340; 0.1; 0.5;29.7;26.8;< 0.1; 146; 311;< 5; 931;   2; 6.5;0;< 0.5;0.34;-;-;< 0.5;0.53;0.18;5.28;0.74;0.34;28.5;0.63
12.3;Saucisses et assimilés;30104;Saucisse de Morteau;1640; 397;1640; 397;43.7;  16;  16;   1;36.6; 0.5;-;0;0; 2.6;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-; 2.6;-;-;-;-;   7;-;-;-;-;-;1040;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12.3;Saucisses et assimilés;30742;Saucisse de Strasbourg ou Knack;1200; 291;1200; 291;57.4;12.4;12.4;1.39;25.9;1.06;-;1.37;0;2.73;0;traces;10.9;10.8;2.99;< 0.05;< 0.05;0.02;               0.026;               0.027;0.37;6.16;3.18;6.49;2.75;0.22;               0.017;              0.0013;              0.0027;73.1;2.21;23.7;1140;               0.065;1.12;   7;13.4;               0.015; 152; 194;< 10; 942;1.13;-;0;0.26;0.38;-;-; 9.4;0.29; 0.2;2.47;-;0.11; 1.6;0.42
